Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	RHOBTB GTPase Cycle R-HSA-9706574	3/35	2.807550e-04	6.850423e-02	0	0	2.664509e+01	2.179043e+02	RNF20;ROCK2;PHIP
Reactome_2022	Neuronal System R-HSA-112316	6/386	2.851144e-03	2.573020e-01	0	0	4.606520e+00	2.699437e+01	GABRB2;LRRTM3;EPB41L3;SLC38A2;CACNA1E;HCN1
Reactome_2022	RHOBTB1 GTPase Cycle R-HSA-9013422	2/23	3.163549e-03	2.573020e-01	0	0	2.670154e+01	1.536957e+02	RNF20;ROCK2
Reactome_2022	Transcriptional Regulation By RUNX3 R-HSA-8878159	3/95	5.078057e-03	3.020266e-01	0	0	9.239907e+00	4.881283e+01	KAT2B;CDKN1A;CDKN2A
Reactome_2022	Cyclin D Associated Events In G1 R-HSA-69231	2/47	1.277596e-02	3.020266e-01	0	0	1.244570e+01	5.426560e+01	CDKN1A;CDKN2A
Reactome_2022	Organic Anion Transport R-HSA-561048	1/5	1.811892e-02	3.020266e-01	0	0	6.917708e+01	2.774554e+02	SLC22A12
Reactome_2022	TFAP2 (AP-2) Family Regulates Transcription Of Cell Cycle Factors R-HSA-8866911	1/5	1.811892e-02	3.020266e-01	0	0	6.917708e+01	2.774554e+02	CDKN1A
Reactome_2022	Biosynthesis Of E-series 18(S)-resolvins R-HSA-9018896	1/5	1.811892e-02	3.020266e-01	0	0	6.917708e+01	2.774554e+02	HPGD
Reactome_2022	Neurexins And Neuroligins R-HSA-6794361	2/57	1.842656e-02	3.020266e-01	0	0	1.017772e+01	4.064943e+01	LRRTM3;EPB41L3
Reactome_2022	Synthesis Of Lipoxins (LX) R-HSA-2142700	1/6	2.170366e-02	3.020266e-01	0	0	5.533889e+01	2.119631e+02	HPGD
Reactome_2022	Biosynthesis Of EPA-derived SPMs R-HSA-9018679	1/6	2.170366e-02	3.020266e-01	0	0	5.533889e+01	2.119631e+02	HPGD
Reactome_2022	Vitamins R-HSA-211916	1/6	2.170366e-02	3.020266e-01	0	0	5.533889e+01	2.119631e+02	CYP26B1
Reactome_2022	FOXO-mediated Transcription R-HSA-9614085	2/65	2.357054e-02	3.020266e-01	0	0	8.881735e+00	3.328659e+01	KAT2B;CDKN1A
Reactome_2022	p53-Dependent G1 DNA Damage Response R-HSA-69563	2/65	2.357054e-02	3.020266e-01	0	0	8.881735e+00	3.328659e+01	CDKN1A;CDKN2A
Reactome_2022	G1/S DNA Damage Checkpoints R-HSA-69615	2/67	2.493856e-02	3.020266e-01	0	0	8.607584e+00	3.177352e+01	CDKN1A;CDKN2A
Reactome_2022	Zinc Efflux And Compartmentalization By SLC30 Family R-HSA-435368	1/7	2.527550e-02	3.020266e-01	0	0	4.611343e+01	1.696015e+02	SLC30A8
Reactome_2022	RUNX3 Regulates CDKN1A Transcription R-HSA-8941855	1/7	2.527550e-02	3.020266e-01	0	0	4.611343e+01	1.696015e+02	CDKN1A
Reactome_2022	Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582	2/81	3.537481e-02	3.020266e-01	0	0	7.077197e+00	2.365026e+01	CDKN1A;CDKN2A
Reactome_2022	Glycoprotein Hormones R-HSA-209822	1/10	3.591403e-02	3.020266e-01	0	0	3.073765e+01	1.022527e+02	INHBA
Reactome_2022	RUNX3 Regulates p14-ARF R-HSA-8951936	1/10	3.591403e-02	3.020266e-01	0	0	3.073765e+01	1.022527e+02	CDKN2A
Reactome_2022	Regulation Of FOXO Transcriptional Activity By Acetylation R-HSA-9617629	1/10	3.591403e-02	3.020266e-01	0	0	3.073765e+01	1.022527e+02	KAT2B
Reactome_2022	STAT5 Activation Downstream Of FLT3 ITD Mutants R-HSA-9702518	1/10	3.591403e-02	3.020266e-01	0	0	3.073765e+01	1.022527e+02	CDKN1A
Reactome_2022	eNOS Activation R-HSA-203615	1/11	3.943469e-02	3.020266e-01	0	0	2.766250e+01	8.943589e+01	DDAH1
Reactome_2022	Transport Of Bile Salts And Organic Acids, Metal Ions And Amine Compounds R-HSA-425366	2/86	3.944593e-02	3.020266e-01	0	0	6.654259e+00	2.151205e+01	SLC22A12;SLC30A8
Reactome_2022	Protein-protein Interactions At Synapses R-HSA-6794362	2/88	4.112207e-02	3.020266e-01	0	0	6.498854e+00	2.073921e+01	LRRTM3;EPB41L3
Reactome_2022	Peptide Hormone Metabolism R-HSA-2980736	2/89	4.197012e-02	3.020266e-01	0	0	6.423830e+00	2.036866e+01	SLC30A8;INHBA
Reactome_2022	Passive Transport By Aquaporins R-HSA-432047	1/12	4.294268e-02	3.020266e-01	0	0	2.514646e+01	7.915828e+01	AQP4
Reactome_2022	Peptide Hormone Biosynthesis R-HSA-209952	1/12	4.294268e-02	3.020266e-01	0	0	2.514646e+01	7.915828e+01	INHBA
Reactome_2022	Presynaptic Depolarization And Calcium Channel Opening R-HSA-112308	1/12	4.294268e-02	3.020266e-01	0	0	2.514646e+01	7.915828e+01	CACNA1E
Reactome_2022	AKT Phosphorylates Targets In Cytosol R-HSA-198323	1/14	4.992078e-02	3.020266e-01	0	0	2.127564e+01	6.376986e+01	CDKN1A
Reactome_2022	TP53 Regulates Transcription Of Genes Involved In G1 Cell Cycle Arrest R-HSA-6804116	1/14	4.992078e-02	3.020266e-01	0	0	2.127564e+01	6.376986e+01	CDKN1A
